"Line"	"Crop"	"PlantingDate"	"Rep"	"VideoDate"	"MeanFreq"	"MedianFreq"	"SdFreq"	"Hz0.5"	"Hz0.7"	"Hz0.9"	"Hz1.1"	"Hz1.3"	"Hz1.5"	"Hz1.7"	"Hz1.9"	"'Hz2.1"	"Hz2.3"	"Hz2.5"	"Hz2.7"	"Hz2.9"	"Hz3.1"	"Hz3.3"	"Hz3.5"	"Hz3.7"	"Hz3.9"	"Hz4.1"	"Hz4.3"	"Hz4.5"	"Position"
"373"	"Quest"	"6row"	"4"	"B"	"07_10_17"	"1.42580123287671"	"1.25"	"0.785220004374119"	"0.268208"	"0.646064"	"0.414948"	"1.939725"	"0.296382"	"0.578698"	"0.145339"	"0.63718"	"1.542735"	"0.10614"	"0.088332"	"0"	"0"	"0.178287"	"0"	"0"	"0.20382"	"0"	"0"	"0.12717"	"0"	2
"374"	"Quest"	"6row"	"4"	"C"	"07_10_17"	"1.29933057471264"	"1.1667"	"0.673941178843053"	"0.40649"	"0.623594"	"1.304779"	"1.854779"	"0.432568"	"0.417033"	"0.1597"	"0.585391"	"0.531102"	"0"	"0.174697"	"0.078758"	"0"	"0.169309"	"0"	"0"	"0"	"0"	"0.10214"	"0"	"0"	2
"375"	"Quest"	"6row"	"4"	"D"	"07_10_17"	"0.997979029126214"	"0.91667"	"0.420992138659113"	"1.312089"	"1.442552"	"1.408959"	"2.379071"	"0.75444"	"0.3612"	"0.058812"	"1.2206"	"0.44738"	"0.10879"	"0"	"0.10008"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"376"	"REINS"	"oat"	"4"	"A"	"07_10_17"	"1.55384061538462"	"1.25"	"0.909701075417217"	"0.140961"	"0.455517"	"0.330779"	"1.354072"	"0.21745"	"0.304179"	"0.433846"	"0.724872"	"0.369492"	"0.379581"	"0.153736"	"0.083125"	"0"	"0.08003"	"0.094838"	"0.088941"	"0.095527"	"0"	"0.16164"	"0"	"0.11926"	2
"377"	"Rollag"	"wheat"	"4"	"A"	"07_10_17"	"1.37555533333333"	"1.125"	"0.752826729747638"	"0.384034"	"0.237437"	"0.732931"	"1.302537"	"0.226836"	"0.419829"	"0.113617"	"0.397062"	"1.352573"	"0.405687"	"0.167081"	"0"	"0.069118"	"0.081169"	"0"	"0"	"0.099445"	"0.10949"	"0"	"0"	"0"	2
"378"	"Shelly"	"wheat"	"4"	"A"	"07_10_17"	"1.70712072463768"	"1.5"	"0.865878926284322"	"0.150154"	"0.210272"	"0.177635"	"1.485081"	"0.458989"	"0.310202"	"0.634717"	"0.948048"	"1.368028"	"0.163193"	"0.082535"	"0"	"0.076931"	"0"	"0"	"0"	"0.11147"	"0.25012"	"0.1021"	"0"	"0.10561"	1
"379"	"Shelly"	"wheat"	"4"	"B"	"07_10_17"	"1.50324765625"	"1.27085"	"0.864090580296945"	"0.298711"	"0.228046"	"0.439138"	"1.195954"	"0.333169"	"0.226546"	"0.397876"	"1.22351"	"0.489096"	"0"	"0.073853"	"0.089106"	"0.076895"	"0.10175"	"0.092137"	"0"	"0.10643"	"0.092986"	"0.18056"	"0"	"0"	2
"380"	"Shelly"	"wheat"	"4"	"C"	"07_10_17"	"1.12280884210526"	"1.0833"	"0.485205380863463"	"0.857811"	"0.618778"	"0.770702"	"1.62766"	"0.611622"	"0.554997"	"1.041364"	"0.590952"	"0"	"0.514475"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"381"	"StellarND"	"6row"	"4"	"A"	"07_10_17"	"1.361905"	"1.08335"	"0.716594481216134"	"0.288141"	"0.502163"	"0.808912"	"1.317631"	"0.144862"	"0.705769"	"1.352582"	"0.334521"	"0.683957"	"0.1825"	"0.079131"	"0.076572"	"0"	"0.162984"	"0"	"0"	"0"	"0.098927"	"0"	"0"	"0"	2
"382"	"Tradition"	"6row"	"4"	"A"	"07_10_17"	"1.11805725490196"	"1.0417"	"0.450639545148665"	"0.808423"	"1.078313"	"0.734741"	"2.150669"	"0.50696"	"1.871216"	"0.309925"	"0.550436"	"0.46417"	"0.10987"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"383"	"ACMetcalf"	"2row"	"4"	"A"	"07_11_17"	"1.88726529411765"	"1.4583"	"1.15703295761788"	"0.067194"	"0.10276"	"0.215037"	"0.925469"	"0.76444"	"0"	"0"	"0.241211"	"0.5416"	"0.11974"	"0"	"0.1088"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.18689"	"0.11903"	2
"384"	"ACMetcalf"	"2row"	"4"	"B"	"07_11_17"	"1.84677451612903"	"1.7083"	"0.987728866109314"	"0.18751"	"0.11458"	"0.30995"	"0.975732"	"0.729636"	"0.053438"	"0.17697"	"0.602337"	"0.396526"	"0.10797"	"0.1591"	"0.10343"	"0.083591"	"0"	"0"	"0"	"0"	"0.340563"	"0"	"0"	"0"	1
"385"	"Celebration"	"6row"	"4"	"A"	"07_11_17"	"1.199479625"	"0.875"	"0.700132756493401"	"1.214735"	"1.106837"	"0.334626"	"2.081028"	"0.388454"	"0.257093"	"0.728728"	"0.246552"	"0.923546"	"0.084431"	"0.11884"	"0.10199"	"0.281485"	"0"	"0.1051"	"0"	"0"	"0"	"0"	"0"	"0"	1
"386"	"Celebration"	"6row"	"4"	"B"	"07_11_17"	"1.6705709375"	"1.625"	"0.805893213398846"	"0.189578"	"0.455366"	"0.774013"	"1.633226"	"0.297262"	"0.087757"	"0.502991"	"0.807286"	"0.628182"	"0"	"0.23303"	"0"	"0.086444"	"0.073551"	"0"	"0"	"0"	"0.13139"	"0"	"0"	"0"	2
"387"	"Conion"	"2row"	"4"	"A"	"07_11_17"	"1.14974072916667"	"0.979165"	"0.58939958325534"	"1.346206"	"1.897446"	"1.521113"	"2.214055"	"0.551999"	"0.413109"	"0.575453"	"0.43762"	"1.107786"	"0"	"0.11375"	"0.359132"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"388"	"Conion"	"2row"	"4"	"B"	"07_11_17"	"1.80673744680851"	"1.625"	"1.01283898706743"	"0.124006"	"0.715736"	"0.31302"	"1.925949"	"0.25136"	"0.217041"	"0.533259"	"0.681632"	"0.49771"	"0.086195"	"0.404006"	"0.346227"	"0"	"0"	"0"	"0.1061"	"0.10022"	"0.187368"	"0"	"0"	"0"	2
"389"	"Conion"	"2row"	"4"	"C"	"07_11_17"	"1.99420555555556"	"1.75"	"1.06788867015365"	"0.099401"	"0.35952"	"0.302155"	"2.23763"	"0.220719"	"0.186788"	"0.11114"	"0.92358"	"0.586342"	"0.30221"	"0.272838"	"0"	"0"	"0"	"0"	"0"	"0.269894"	"0.183094"	"0"	"0"	"0.121"	2
"390"	"Conion"	"2row"	"4"	"D"	"07_11_17"	"1.5328525"	"1.1667"	"0.938802798820934"	"0.211755"	"0.553167"	"0.303547"	"1.80848"	"0.203317"	"0.060455"	"0.220492"	"0.56362"	"0.506639"	"0.163473"	"0"	"0.11348"	"0.091892"	"0"	"0"	"0"	"0.204156"	"0.096474"	"0.1232"	"0"	"0"	1
"391"	"GOPHER"	"oat"	"4"	"A"	"07_11_17"	"1.18773348314607"	"1.0417"	"0.67144512885895"	"1.003641"	"1.219301"	"0.670371"	"1.694849"	"1.143115"	"0.642748"	"0.718809"	"0.305623"	"0.511896"	"0"	"0"	"0.14274"	"0"	"0.079972"	"0.11922"	"0"	"0"	"0"	"0"	"0.10286"	"0"	1
"392"	"GOPHER"	"oat"	"4"	"B"	"07_11_17"	"1.22691175675676"	"1.020815"	"0.840722939607219"	"1.062862"	"0.694804"	"0.537502"	"2.353751"	"0.214653"	"0.346419"	"0.125536"	"1.03732"	"0.588039"	"0"	"0.127907"	"0.091965"	"0"	"0"	"0.08966"	"0"	"0"	"0.11099"	"0"	"0"	"0"	1
"393"	"IL078721"	"oat"	"4"	"A"	"07_11_17"	"1.72377037037037"	"1.4583"	"0.915879656809534"	"0.131693"	"0.088907"	"0.373188"	"0.782301"	"0.626639"	"0"	"0.15101"	"0.312025"	"0.27655"	"0.339288"	"0.06927"	"0.240455"	"0"	"0"	"0"	"0"	"0"	"0"	"0.11545"	"0"	"0"	2
"394"	"MN113946"	"wheat"	"4"	"A"	"07_11_17"	"1.8983332"	"1.7917"	"0.956369610191409"	"0.073406"	"0.340359"	"0.186788"	"1.503823"	"0.15548"	"0"	"0.260953"	"0.31204"	"0.65124"	"0.190868"	"0.167051"	"0.12872"	"0.1101"	"0"	"0"	"0.08836"	"0"	"0"	"0"	"0.087115"	"0"	2
"395"	"ND021052"	"oat"	"4"	"A"	"07_11_17"	"1.34967294117647"	"1.125"	"0.84623900953169"	"0.538275"	"0.329029"	"0.198564"	"0.92792"	"0.824345"	"0.206616"	"0.217794"	"0.306926"	"0.47935"	"0.059108"	"0.085697"	"0.17583"	"0.170856"	"0"	"0"	"0"	"0"	"0"	"0.1185"	"0"	"0"	1
"396"	"ND021052"	"oat"	"4"	"C"	"07_11_17"	"1.7402"	"1.8333"	"0.746022326986599"	"0.106233"	"0.12811"	"0.078054"	"0.959992"	"0.81616"	"0"	"0.12848"	"0.1874"	"0.61746"	"0.24679"	"0.175688"	"0.11684"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"397"	"NDGenesis"	"2row"	"4"	"A"	"07_11_17"	"2.09537044444444"	"1.9583"	"1.15612366245405"	"0.20975"	"0.290477"	"0.350315"	"1.708895"	"0.163588"	"0.256813"	"0.073033"	"0.55074"	"0.557093"	"0.180855"	"0.152489"	"0.329559"	"0.078835"	"0.069708"	"0"	"0.199501"	"0"	"0.172594"	"0"	"0"	"0.27506"	1
"398"	"Pinnacle"	"2row"	"4"	"A"	"07_11_17"	"1.55513"	"1.2917"	"0.968193977938112"	"0.582855"	"0.350037"	"0.37239"	"1.764549"	"0.452092"	"0.05648"	"0.337963"	"0.611575"	"0.519019"	"0.278982"	"0.071764"	"0.12338"	"0"	"0.0758"	"0.087146"	"0.07533"	"0"	"0.085017"	"0"	"0.11933"	"0.12557"	1
"399"	"Quest"	"6row"	"4"	"A"	"07_11_17"	"1.53069842105263"	"1.3333"	"0.758355607566886"	"0.52758"	"0.629089"	"0.923244"	"2.853072"	"0.817325"	"0.380778"	"0.571345"	"1.316319"	"0.717247"	"0.074151"	"0.069411"	"0.41872"	"0.10315"	"0"	"0.088836"	"0"	"0"	"0.10191"	"0.10209"	"0"	"0"	1
"400"	"Quest"	"6row"	"4"	"B"	"07_11_17"	"1.64087333333333"	"1.3333"	"0.942629597317969"	"0.237556"	"0.399417"	"0.486828"	"1.842945"	"0.343482"	"0.156942"	"0.353668"	"0.320748"	"0.72695"	"0.061952"	"0.248435"	"0.14083"	"0"	"0"	"0"	"0.094801"	"0.08821"	"0.20958"	"0"	"0"	"0"	2
"401"	"Quest"	"6row"	"4"	"C"	"07_11_17"	"1.71944233333333"	"1.58335"	"0.953598065230634"	"0.27981"	"0.126941"	"0.358351"	"1.1586"	"0.96448"	"0.092923"	"0.338859"	"0.64576"	"0.40933"	"0"	"0"	"0.222626"	"0"	"0"	"0"	"0"	"0.092847"	"0.21583"	"0"	"0"	"0"	2
"402"	"Quest"	"6row"	"4"	"D"	"07_11_17"	"1.42077309859155"	"1.25"	"0.670681645071621"	"0.336795"	"1.103515"	"0.372159"	"1.888665"	"1.198355"	"0.217655"	"0.71504"	"0.397333"	"1.004411"	"0.272162"	"0.162738"	"0.14568"	"0.086827"	"0.10829"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"403"	"REINS"	"oat"	"4"	"A"	"07_11_17"	"1.81547952380952"	"1.7083"	"0.985006182216519"	"0"	"0.528342"	"0"	"1.531229"	"0.17286"	"0"	"0.069797"	"0.53975"	"0.418294"	"0.13419"	"0.078584"	"0.11871"	"0.055679"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"404"	"Rollag"	"wheat"	"4"	"A"	"07_11_17"	"1.6210380952381"	"1.4583"	"0.689316593631831"	"0.079693"	"0.41498"	"0.07771"	"1.803304"	"0.17308"	"0.064862"	"0.23871"	"0.40495"	"0.42408"	"0.212963"	"0.150068"	"0.13407"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"405"	"Shelly"	"wheat"	"4"	"A"	"07_11_17"	"1.51142532258065"	"1.2917"	"0.868297320555765"	"0.207198"	"0.604814"	"0.443543"	"1.389668"	"1.027374"	"0.158742"	"0.446379"	"0.466939"	"0.528962"	"0"	"0.075956"	"0.11593"	"0"	"0.084089"	"0"	"0.094707"	"0.10451"	"0.13157"	"0.085531"	"0"	"0"	1
"406"	"Shelly"	"wheat"	"4"	"B"	"07_11_17"	"1.41214826086957"	"1.14585"	"0.873275203735415"	"0.358017"	"0.454824"	"0.416154"	"1.661895"	"0.32648"	"0.107828"	"0.21366"	"0.48038"	"0.442419"	"0.05821"	"0.11017"	"0.12481"	"0.082123"	"0"	"0"	"0"	"0.1064"	"0"	"0"	"0.13186"	"0"	2
"407"	"Shelly"	"wheat"	"4"	"C"	"07_11_17"	"1.79529043478261"	"1.5625"	"0.934248739221833"	"0.214671"	"0.244346"	"0.19348"	"0.89552"	"0.950295"	"0.050774"	"0.290012"	"0.398687"	"0.539413"	"0.11555"	"0.263365"	"0.096354"	"0.081114"	"0"	"0.079292"	"0"	"0.29865"	"0.099724"	"0"	"0"	"0"	1
"408"	"StellarND"	"6row"	"4"	"A"	"07_11_17"	"1.13354461538462"	"0.854165"	"0.760156840832296"	"1.374474"	"0.587682"	"0.979738"	"1.628114"	"0.13573"	"0"	"0.358103"	"0.704342"	"0.45412"	"0.214684"	"0.184423"	"0.14385"	"0"	"0.093919"	"0"	"0"	"0"	"0"	"0"	"0.11196"	"0"	2
"409"	"Tradition"	"6row"	"4"	"A"	"07_11_17"	"1.33624186046512"	"1.0833"	"0.820063488046557"	"0.684552"	"1.098668"	"0.665812"	"1.974874"	"0.825415"	"0.313114"	"0.08856"	"0.856123"	"0.988975"	"0"	"0.094171"	"0.224814"	"0.084102"	"0"	"0"	"0.099112"	"0"	"0.1343"	"0"	"0"	"0"	1
"410"	"ACMetcalf"	"2row"	"4"	"A"	"07_12_17"	"1.8624076744186"	"1.5417"	"0.824134089332085"	"0"	"0.130495"	"0.170528"	"1.29147"	"0.408931"	"0.605588"	"0.444663"	"0.225624"	"1.488356"	"0.098696"	"0.095138"	"0"	"0"	"0.217988"	"0.092535"	"0"	"0"	"0"	"0.12514"	"0.12095"	"0"	2
"411"	"ACMetcalf"	"2row"	"4"	"B"	"07_12_17"	"1.4966668"	"1.5417"	"0.543429758399322"	"0.2927"	"0.90884"	"0.567008"	"1.344981"	"0.867603"	"0.954899"	"1.179984"	"0.791196"	"0.93987"	"0.282184"	"0.08108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"412"	"Celebration"	"6row"	"4"	"A"	"07_12_17"	"1.47535408450704"	"1.25"	"0.75480102565336"	"0.193478"	"0.729545"	"0.754293"	"1.844554"	"0.530674"	"0.952016"	"0.550548"	"1.080378"	"0.244439"	"0.1075"	"0.640107"	"0"	"0.070238"	"0.086938"	"0.064486"	"0.11669"	"0"	"0.13848"	"0"	"0"	"0"	1
"413"	"Celebration"	"6row"	"4"	"B"	"07_12_17"	"1.82971304347826"	"1.85415"	"0.874088981302805"	"0.184474"	"0.366376"	"0.388775"	"0.8562"	"0.56502"	"0.3603"	"0.76255"	"1.576979"	"0.713148"	"0.097854"	"0.196601"	"0"	"0.094175"	"0"	"0.13516"	"0"	"0.15606"	"0.12339"	"0.14793"	"0"	"0"	2
"414"	"Conion"	"2row"	"4"	"A"	"07_12_17"	"1.42628474358974"	"1.25"	"0.696922799944442"	"0.135761"	"1.355792"	"1.800012"	"2.236149"	"1.031762"	"0.800877"	"0.567935"	"0.641001"	"0.879391"	"0.14535"	"0.1501"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.15915"	"0"	"0.10979"	1
"415"	"Conion"	"2row"	"4"	"B"	"07_12_17"	"1.74591058823529"	"1.4583"	"0.883927849269185"	"0.146468"	"0.210765"	"0.536256"	"1.242781"	"0.65372"	"0.290187"	"0.363816"	"0.85869"	"0.76736"	"0.089204"	"0.073534"	"0.598597"	"0"	"0"	"0.11348"	"0"	"0"	"0"	"0.16906"	"0"	"0"	2
"416"	"Conion"	"2row"	"4"	"C"	"07_12_17"	"1.91299411764706"	"1.60415"	"0.999078469245436"	"0.056291"	"0.044264"	"0.352721"	"0.786351"	"0.395626"	"0.434938"	"0.194086"	"0.789394"	"0.554611"	"0"	"0.1321"	"0"	"0.11414"	"0"	"0"	"0.11526"	"0"	"0"	"0.27364"	"0"	"0.097536"	2
"417"	"Conion"	"2row"	"4"	"D"	"07_12_17"	"1.56451016129032"	"1.4583"	"0.672557568479937"	"0.255772"	"0.222658"	"0.657479"	"1.639197"	"1.490395"	"0.760432"	"0.499204"	"0.194039"	"0.305519"	"0.401093"	"0.504951"	"0.159931"	"0"	"0"	"0"	"0"	"0"	"0"	"0.15148"	"0"	"0"	1
"418"	"GOPHER"	"oat"	"4"	"A"	"07_12_17"	"1.36417896103896"	"1.2083"	"0.615994220345375"	"0.220528"	"1.055332"	"0.830119"	"1.98169"	"0.141469"	"1.610652"	"0.825774"	"0.662021"	"0.51193"	"0"	"0.300154"	"0.091831"	"0"	"0"	"0"	"0"	"0.11089"	"0"	"0"	"0"	"0"	1
"419"	"GOPHER"	"oat"	"4"	"B"	"07_12_17"	"1.88030054545455"	"1.5833"	"0.917056146739075"	"0.080182"	"0.062588"	"0.244514"	"1.275438"	"0.630781"	"0.555355"	"0.252701"	"0.576458"	"1.129967"	"0.151047"	"0.158057"	"0.11875"	"0.09692"	"0"	"0"	"0.26601"	"0"	"0.213898"	"0.10619"	"0.13791"	"0"	1
"420"	"IL078721"	"oat"	"4"	"A"	"07_12_17"	"2.02150741935484"	"1.875"	"0.895392089667864"	"0"	"0.064106"	"0"	"0.961648"	"0.11577"	"0.354631"	"0.714149"	"0.38515"	"1.149414"	"0"	"0"	"0"	"0"	"0.14046"	"0"	"0"	"0"	"0.11656"	"0.11003"	"0"	"0"	2
"421"	"MN113946"	"wheat"	"4"	"A"	"07_12_17"	"2.06563175"	"1.95835"	"0.966166269129983"	"0"	"0.217009"	"0"	"0.940874"	"0.54541"	"0.207122"	"0.21903"	"1.047397"	"0.593793"	"0"	"0.308109"	"0"	"0"	"0"	"0"	"0.10961"	"0.215316"	"0.10873"	"0.1161"	"0"	"0"	2
"422"	"ND021052"	"oat"	"4"	"A"	"07_12_17"	"1.30784635294118"	"1.125"	"0.708102008803156"	"0.745789"	"0.826102"	"1.017434"	"2.194411"	"1.011134"	"0.42269"	"0.620449"	"0.295124"	"0.6334"	"0"	"0.17354"	"0"	"0"	"0.11592"	"0"	"0"	"0.083938"	"0"	"0"	"0"	"0"	1
"423"	"ND021052"	"oat"	"4"	"C"	"07_12_17"	"2.112935"	"1.79165"	"1.00131267045287"	"0"	"0.066271"	"0.13412"	"1.353384"	"0.383949"	"0.29076"	"0.560745"	"0.191053"	"1.11703"	"0.28949"	"0"	"0.072023"	"0"	"0.15157"	"0.277329"	"0.10391"	"0"	"0"	"0.14944"	"0.18072"	"0.11511"	2
"424"	"NDGenesis"	"2row"	"4"	"A"	"07_12_17"	"1.67910223880597"	"1.5833"	"0.85671240529381"	"0.24905"	"1.155674"	"0.268226"	"1.713793"	"0.616719"	"0.470781"	"0.443735"	"0.479458"	"0.874082"	"0.236932"	"0.173698"	"0.094078"	"0.09124"	"0.180548"	"0.096529"	"0.095656"	"0.1212"	"0"	"0.11444"	"0"	"0"	1
"425"	"Pinnacle"	"2row"	"4"	"A"	"07_12_17"	"1.83686389830508"	"1.5833"	"1.00371639777142"	"0.056201"	"0.31348"	"0.3462"	"1.499849"	"0.429918"	"0.475013"	"0.540849"	"0.458029"	"1.326189"	"0.325433"	"0.076384"	"0"	"0"	"0"	"0.225279"	"0.1038"	"0"	"0.29595"	"0"	"0.26338"	"0.1054"	1
"426"	"Quest"	"6row"	"4"	"A"	"07_12_17"	"1.29676022222222"	"1.2083"	"0.519693424369151"	"0.262051"	"0.851741"	"1.511491"	"3.376841"	"1.930934"	"0.919452"	"0.905802"	"0.15389"	"0.453369"	"0.19864"	"0.08805"	"0.084204"	"0"	"0"	"0"	"0.10085"	"0"	"0"	"0"	"0"	"0"	1
"427"	"Quest"	"6row"	"4"	"B"	"07_12_17"	"1.54382655172414"	"1.39585"	"0.775261290489703"	"0.293467"	"0.14152"	"2"	"1.481116"	"0.697972"	"1.101255"	"1.46038"	"1.05659"	"0.378038"	"0.10633"	"0.14578"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.39443"	"0"	"0"	2
"428"	"Quest"	"6row"	"4"	"C"	"07_12_17"	"1.54657333333333"	"1.3333"	"0.81110844548597"	"0.159317"	"0.373354"	"0.753439"	"1.430741"	"0.400128"	"0.717675"	"0.24978"	"0.326483"	"0.569822"	"0.15031"	"0.553903"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.31305"	"0"	"0"	2
"429"	"Quest"	"6row"	"4"	"D"	"07_12_17"	"1.69546647058824"	"1.4583"	"0.902487055601163"	"0.142891"	"0.423908"	"0.390043"	"1.440368"	"0.683359"	"0.803726"	"0.324306"	"1.177612"	"0.562995"	"0.069323"	"0.229025"	"0.13976"	"0"	"0.097373"	"0.09754"	"0"	"0"	"0"	"0.37511"	"0"	"0"	1
"430"	"REINS"	"oat"	"4"	"A"	"07_12_17"	"2.12618657142857"	"1.875"	"0.982668713076023"	"0"	"0.051608"	"0.198152"	"1.050444"	"0.153798"	"0.43153"	"1.40203"	"0.336032"	"0.622909"	"0"	"0.22247"	"0.12007"	"0"	"0.13832"	"0"	"0"	"0"	"0.42641"	"0.14728"	"0"	"0.15551"	2
"431"	"Rollag"	"wheat"	"4"	"A"	"07_12_17"	"1.61842105263158"	"1.4583"	"0.57706245144308"	"0"	"0"	"0.184855"	"0.662906"	"0.410795"	"0.256836"	"0.079111"	"0.543168"	"0.19902"	"0"	"0"	"0.083437"	"0"	"0.12673"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"432"	"Shelly"	"wheat"	"4"	"A"	"07_12_17"	"1.7219937704918"	"1.5833"	"0.854442841845226"	"0.220522"	"0.30458"	"0.276018"	"1.09996"	"0.497803"	"0.249369"	"0.460127"	"0.787211"	"0.828761"	"0.20225"	"0.350173"	"0.080063"	"0.081855"	"0"	"0"	"0.071113"	"0.095723"	"0.11103"	"0"	"0.12937"	"0"	1
"433"	"Shelly"	"wheat"	"4"	"B"	"07_12_17"	"1.974991"	"1.89585"	"0.881346836234376"	"0"	"0.037504"	"0.055805"	"0.985194"	"0.48751"	"0.365037"	"0.10968"	"0.783918"	"0.43315"	"0.134001"	"0.175977"	"0"	"0.085066"	"0.14173"	"0"	"0"	"0"	"0"	"0.11816"	"0.13201"	"0"	2
"434"	"Shelly"	"wheat"	"4"	"C"	"07_12_17"	"1.94474195652174"	"1.9167"	"0.869895582542639"	"0"	"0.228525"	"0.150724"	"1.117906"	"0.362656"	"0.263343"	"0.191542"	"1.192132"	"0.669823"	"0.183738"	"0.224051"	"0"	"0.077721"	"0.15536"	"0"	"0.088306"	"0"	"0.22568"	"0"	"0.12814"	"0"	1
"435"	"StellarND"	"6row"	"4"	"A"	"07_12_17"	"1.80995926829268"	"1.7083"	"0.789852369694458"	"0.091301"	"0.097914"	"0.16197"	"1.190596"	"0.50681"	"0.376262"	"0.453026"	"1.37898"	"0.50017"	"0.310374"	"0.22949"	"0.081956"	"0"	"0"	"0.2305"	"0"	"0.12834"	"0"	"0.14789"	"0"	"0"	2
"436"	"Tradition"	"6row"	"4"	"A"	"07_12_17"	"1.401044"	"1.125"	"0.769903748060411"	"0.225404"	"1.428845"	"1.632802"	"1.571392"	"0.089975"	"1.515"	"1.109793"	"0.085313"	"0.13007"	"0.213347"	"0.581526"	"0"	"0"	"0"	"0.10082"	"0.07956"	"0"	"0"	"0.1709"	"0.091496"	"0"	1
"437"	"ACMetcalf"	"2row"	"4"	"A"	"07_13_17"	"1.59627986486486"	"1.35415"	"0.91372515827633"	"0.233444"	"0.644931"	"0.503691"	"1.228711"	"0.601331"	"0.41571"	"1.093485"	"0.634405"	"0.91061"	"0.185138"	"0.185319"	"0.064433"	"0.183028"	"0.24276"	"0.090563"	"0"	"0"	"0"	"0.10393"	"0.20434"	"0"	2
"438"	"ACMetcalf"	"2row"	"4"	"B"	"07_13_17"	"0.995031376146789"	"0.91667"	"0.412198040256874"	"1.696019"	"2.598554"	"1.883929"	"2.714594"	"0.963796"	"0.247901"	"0.355739"	"0.394405"	"0"	"0"	"0.53221"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"439"	"Celebration"	"6row"	"4"	"A"	"07_13_17"	"1.99468"	"1.75"	"1.05278711742977"	"0.047776"	"0.131568"	"0.516776"	"0.663736"	"0.156774"	"0.317052"	"0.092996"	"0.915419"	"0.298538"	"0.190637"	"0.219969"	"0.120426"	"0.237801"	"0"	"0.092345"	"0"	"0.12502"	"0.11872"	"0.101"	"0.10627"	"0.1223"	1
"440"	"Celebration"	"6row"	"4"	"B"	"07_13_17"	"1.77521868421053"	"1.6875"	"0.797045707550859"	"0.030485"	"0.187656"	"0.148322"	"1.102314"	"0.231209"	"0.098114"	"0.896517"	"0.462823"	"0.62187"	"0.11451"	"0.396259"	"0"	"0.077242"	"0"	"0"	"0.11401"	"0"	"0.10898"	"0"	"0"	"0"	2
"441"	"Conion"	"2row"	"4"	"A"	"07_13_17"	"1.26851788888889"	"1.0833"	"0.725519572705409"	"1.056658"	"1.083453"	"0.893757"	"1.820518"	"1.175212"	"0.490033"	"0.412253"	"0.266016"	"0.286774"	"0.673974"	"0.209063"	"0.11849"	"0"	"0"	"0"	"0.11071"	"0"	"0"	"0"	"0"	"0.12601"	1
"442"	"Conion"	"2row"	"4"	"B"	"07_13_17"	"1.4434902739726"	"1.25"	"0.613844112870262"	"0.143185"	"0.99114"	"0.745708"	"2.033207"	"0.64513"	"0.377098"	"0.54268"	"0.330862"	"0.652276"	"0.28014"	"0.204079"	"0.087844"	"0.083889"	"0"	"0"	"0.11713"	"0"	"0"	"0"	"0"	"0"	2
"443"	"Conion"	"2row"	"4"	"C"	"07_13_17"	"1.23360085106383"	"1.10415"	"0.529315933067641"	"0.380784"	"2.524757"	"1.176172"	"2.089386"	"1.40805"	"1.147875"	"0.647181"	"0.543456"	"0.38956"	"0.1296"	"0.095058"	"0.247254"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"444"	"Conion"	"2row"	"4"	"D"	"07_13_17"	"1.18971829787234"	"1.0625"	"0.511286115085078"	"0.533075"	"0.92646"	"1.320951"	"2.280225"	"1.173012"	"0.550475"	"1.066117"	"0.629817"	"0.628462"	"0.084441"	"0"	"0.10111"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"445"	"GOPHER"	"oat"	"4"	"A"	"07_13_17"	"1.07619323809524"	"0.95833"	"0.420080299655488"	"0.766892"	"3.8498"	"3.57773"	"2.078566"	"0.676235"	"0.801746"	"0.188099"	"0.58416"	"0.69383"	"0"	"0.1306"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"446"	"GOPHER"	"oat"	"4"	"B"	"07_13_17"	"0.974206666666667"	"0.875"	"0.454287546148799"	"1.50345"	"3.179427"	"1.940518"	"1.380391"	"1.70363"	"0.45654"	"0.138607"	"0.378437"	"0.41948"	"0.091201"	"0.084066"	"0.090239"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
